,entity_id,entity_label,score,in_training,in_validation,in_testing,from_kge,from_atom
64,36253,<https://www.wikidata.org/wiki/Q259907>,-0.7693665027618408,True,False,False,True,"P25(?_,?x)"
65,109108,<https://www.wikidata.org/wiki/Q8004277>,-0.7717183828353882,True,False,False,True,"P22(?_,?x)"
66,61760,<https://www.wikidata.org/wiki/Q444347>,-0.7721008062362671,True,False,False,True,"P22(?_,?x)"
67,74519,<https://www.wikidata.org/wiki/Q5247049>,-0.7725977301597595,True,False,False,True,"P22(?_,?x)"
68,85250,<https://www.wikidata.org/wiki/Q60746>,-0.772976815700531,True,False,False,True,"P22(?_,?x)"
69,62041,<https://www.wikidata.org/wiki/Q446438>,-0.7736154794692993,True,False,False,True,"P22(?_,?x)"
70,28780,<https://www.wikidata.org/wiki/Q216789>,-0.7741707563400269,True,False,False,True,"P22(?_,?x)"
71,45731,<https://www.wikidata.org/wiki/Q312681>,-0.7753217816352844,True,False,False,True,"P22(?_,?x)"
72,54770,<https://www.wikidata.org/wiki/Q3630862>,-0.7754302620887756,True,False,False,True,"P22(?_,?x)"
73,21569,<https://www.wikidata.org/wiki/Q184216>,-0.7760735154151917,True,False,False,True,"P25(?_,?x)"
74,68216,<https://www.wikidata.org/wiki/Q4818309>,-0.7765312194824219,True,False,False,True,"P22(?_,?x)"
75,75468,<https://www.wikidata.org/wiki/Q5301639>,-0.7778752446174622,True,False,False,True,"P22(?_,?x)"
76,42805,<https://www.wikidata.org/wiki/Q2959257>,-0.778041660785675,True,False,False,True,"P22(?_,?x)"
77,85420,<https://www.wikidata.org/wiki/Q608866>,-0.7784201502799988,True,False,False,True,"P22(?_,?x)"
78,39340,<https://www.wikidata.org/wiki/Q274316>,-0.7788517475128174,True,False,False,True,"P25(?_,?x)"
79,23937,<https://www.wikidata.org/wiki/Q1957978>,-0.779209315776825,True,False,False,True,"P22(?_,?x)"
80,11133,<https://www.wikidata.org/wiki/Q150726>,-0.7813767790794373,True,False,False,True,"P22(?_,?x)"
81,100478,<https://www.wikidata.org/wiki/Q7274005>,-0.7816112041473389,True,False,False,True,"P22(?_,?x)"
82,27850,<https://www.wikidata.org/wiki/Q211772>,-0.781762957572937,True,False,False,True,"P22(?_,?x)"
83,111114,<https://www.wikidata.org/wiki/Q843378>,-0.7819085121154785,True,False,False,True,"P22(?_,?x)"
84,25885,<https://www.wikidata.org/wiki/Q203647>,-0.7819108366966248,True,False,False,True,"P22(?_,?x)"
85,33341,<https://www.wikidata.org/wiki/Q241206>,-0.7819145917892456,True,False,False,True,"P25(?_,?x)"
86,36629,<https://www.wikidata.org/wiki/Q261809>,-0.7824361324310303,True,False,False,True,"P25(?_,?x)"
87,10534,<https://www.wikidata.org/wiki/Q1463>,-0.7825901508331299,True,False,False,True,"P22(?_,?x)"
88,101404,<https://www.wikidata.org/wiki/Q7326418>,-0.7827918529510498,True,False,False,True,"P22(?_,?x)"
89,82079,<https://www.wikidata.org/wiki/Q567039>,-0.7832669019699097,True,False,False,True,"P22(?_,?x)"
90,22616,<https://www.wikidata.org/wiki/Q1876689>,-0.7836108803749084,True,False,False,True,"P25(?_,?x)"
91,40447,<https://www.wikidata.org/wiki/Q2824734>,-0.7840461134910583,True,False,False,True,"P22(?_,?x)"
92,89613,<https://www.wikidata.org/wiki/Q6354984>,-0.7841461896896362,True,False,False,True,"P22(?_,?x)"
93,76414,<https://www.wikidata.org/wiki/Q5346352>,-0.7844731211662292,True,False,False,True,"P22(?_,?x)"
94,79776,<https://www.wikidata.org/wiki/Q5536186>,-0.7845766544342041,True,False,False,True,"P22(?_,?x)"
95,43454,<https://www.wikidata.org/wiki/Q299650>,-0.785975992679596,True,False,False,True,"P22(?_,?x)"
96,80344,<https://www.wikidata.org/wiki/Q5545802>,-0.786402702331543,True,False,False,True,"P22(?_,?x)"
97,85886,<https://www.wikidata.org/wiki/Q61264>,-0.7871119379997253,True,False,False,True,"P25(?_,?x)"
98,93870,<https://www.wikidata.org/wiki/Q67712>,-0.7883080840110779,True,False,False,True,"P22(?_,?x)"
99,14647,<https://www.wikidata.org/wiki/Q16092636>,-0.7888236045837402,True,False,False,True,"P25(?_,?x)"
100,7922,<https://www.wikidata.org/wiki/Q133808>,-0.788884162902832,True,False,False,True,"P22(?_,?x)"
101,50957,<https://www.wikidata.org/wiki/Q336976>,-0.7892736792564392,True,False,False,True,"P22(?_,?x)"
102,90355,<https://www.wikidata.org/wiki/Q6411895>,-0.7898483276367188,True,False,False,True,"P22(?_,?x)"
103,89117,<https://www.wikidata.org/wiki/Q62998>,-0.790002167224884,True,False,False,True,"P22(?_,?x)"
104,9502,<https://www.wikidata.org/wiki/Q1388854>,-0.7902041673660278,True,False,False,True,"P22(?_,?x)"
105,77645,<https://www.wikidata.org/wiki/Q54013>,-0.7909650802612305,True,False,False,True,"P22(?_,?x)"
106,107319,<https://www.wikidata.org/wiki/Q7795259>,-0.7924052476882935,True,False,False,True,"P22(?_,?x)"
107,82602,<https://www.wikidata.org/wiki/Q57195>,-0.7928720712661743,True,False,False,True,"P22(?_,?x)"
108,94813,<https://www.wikidata.org/wiki/Q682736>,-0.7934798002243042,True,False,False,True,"P22(?_,?x)"
109,45251,<https://www.wikidata.org/wiki/Q310790>,-0.7939346432685852,True,False,False,True,"P22(?_,?x)"
110,85086,<https://www.wikidata.org/wiki/Q60514>,-0.794069766998291,True,False,False,True,"P22(?_,?x)"
111,7861,<https://www.wikidata.org/wiki/Q1335873>,-0.7944361567497253,True,False,False,True,"P22(?_,?x)"
112,31326,<https://www.wikidata.org/wiki/Q233335>,-0.7944648265838623,True,False,False,True,"P25(?_,?x)"
113,86349,<https://www.wikidata.org/wiki/Q61447>,-0.7952062487602234,True,False,False,True,"P22(?_,?x)"
114,13595,<https://www.wikidata.org/wiki/Q15996421>,-0.7956362962722778,True,False,False,True,"P25(?_,?x)"
115,76272,<https://www.wikidata.org/wiki/Q5344498>,-0.795658528804779,True,False,False,True,"P22(?_,?x)"
116,31844,<https://www.wikidata.org/wiki/Q235174>,-0.7956821322441101,True,False,False,True,"P25(?_,?x)"
117,19119,<https://www.wikidata.org/wiki/Q172345>,-0.7966395020484924,True,False,False,True,"P22(?_,?x)"
118,108571,<https://www.wikidata.org/wiki/Q7933213>,-0.7969998717308044,True,False,False,True,"P25(?_,?x)"
119,104840,<https://www.wikidata.org/wiki/Q75481>,-0.7988345623016357,False,False,True,True,"P25(?_,?x)"
120,26267,<https://www.wikidata.org/wiki/Q206191>,-0.8036612272262573,True,False,False,True,"P25(?_,?x)"
121,71571,<https://www.wikidata.org/wiki/Q506527>,-0.8062758445739746,False,False,False,True,"P25(?_,?x)"
122,30401,<https://www.wikidata.org/wiki/Q229434>,-0.8074604868888855,True,False,False,True,"P25(?_,?x)"
123,88259,<https://www.wikidata.org/wiki/Q62511>,-0.8080334067344666,True,False,False,True,"P25(?_,?x)"
124,60384,<https://www.wikidata.org/wiki/Q434485>,-0.8089677691459656,True,False,False,True,"P25(?_,?x)"
125,11571,<https://www.wikidata.org/wiki/Q152727>,-0.809337854385376,False,False,False,True,"P25(?_,?x)"
126,90674,<https://www.wikidata.org/wiki/Q64462>,-0.8110109567642212,True,False,False,True,"P25(?_,?x)"
127,30368,<https://www.wikidata.org/wiki/Q229279>,-0.8113357424736023,True,False,False,True,"P25(?_,?x)"
128,49685,<https://www.wikidata.org/wiki/Q331575>,-0.8137624263763428,True,False,False,True,"P25(?_,?x)"
129,27105,<https://www.wikidata.org/wiki/Q2084815>,-0.815320611000061,True,False,False,True,"P25(?_,?x)"
130,74606,<https://www.wikidata.org/wiki/Q525125>,-0.8166406750679016,True,False,False,True,"P25(?_,?x)"
131,37629,<https://www.wikidata.org/wiki/Q266519>,-0.8167580962181091,True,False,False,True,"P25(?_,?x)"
132,102477,<https://www.wikidata.org/wiki/Q7367819>,-0.8174776434898376,True,False,False,True,"P25(?_,?x)"
133,70577,<https://www.wikidata.org/wiki/Q4981150>,-0.817622184753418,True,False,False,True,"P25(?_,?x)"
134,93724,<https://www.wikidata.org/wiki/Q6763583>,-0.818553626537323,True,False,False,True,"P25(?_,?x)"
135,30981,<https://www.wikidata.org/wiki/Q231693>,-0.8232490420341492,True,False,False,True,"P25(?_,?x)"
136,38324,<https://www.wikidata.org/wiki/Q270381>,-0.8240229487419128,True,False,False,True,"P25(?_,?x)"
137,74544,<https://www.wikidata.org/wiki/Q5248239>,-0.8245963454246521,True,False,False,True,"P25(?_,?x)"
138,31746,<https://www.wikidata.org/wiki/Q234805>,-0.8249775171279907,True,False,False,True,"P25(?_,?x)"
139,64215,<https://www.wikidata.org/wiki/Q462156>,-0.8275875449180603,True,False,False,True,"P25(?_,?x)"
140,711,<https://www.wikidata.org/wiki/Q104187>,-0.8282456398010254,True,False,False,True,"P25(?_,?x)"
141,31288,<https://www.wikidata.org/wiki/Q233198>,-0.8286324739456177,True,False,False,True,"P25(?_,?x)"
142,14791,<https://www.wikidata.org/wiki/Q161159>,-0.8306702971458435,True,False,False,True,"P25(?_,?x)"
143,30935,<https://www.wikidata.org/wiki/Q231457>,-0.8331639170646667,True,False,False,True,"P25(?_,?x)"
144,75027,<https://www.wikidata.org/wiki/Q527861>,-0.8332256078720093,True,False,False,True,"P25(?_,?x)"
145,68201,<https://www.wikidata.org/wiki/Q4815780>,-0.8336045742034912,True,False,False,True,"P25(?_,?x)"
146,85109,<https://www.wikidata.org/wiki/Q60560>,-0.8370534777641296,True,False,False,True,"P25(?_,?x)"
147,2509,<https://www.wikidata.org/wiki/Q1116352>,-0.837165117263794,True,False,False,True,"P25(?_,?x)"
148,64435,<https://www.wikidata.org/wiki/Q464081>,-0.837598979473114,True,False,False,True,"P25(?_,?x)"
149,97175,<https://www.wikidata.org/wiki/Q70700>,-0.8376849293708801,True,False,False,True,"P25(?_,?x)"
150,62382,<https://www.wikidata.org/wiki/Q448877>,-0.8386632800102234,True,False,False,True,"P25(?_,?x)"
151,95345,<https://www.wikidata.org/wiki/Q6873295>,-0.8393009901046753,True,False,False,True,"P25(?_,?x)"
152,97458,<https://www.wikidata.org/wiki/Q7087184>,-0.839495062828064,True,False,False,True,"P25(?_,?x)"
153,58775,<https://www.wikidata.org/wiki/Q4120370>,-0.8408429026603699,True,False,False,True,"P25(?_,?x)"
154,87213,<https://www.wikidata.org/wiki/Q61978>,-0.842337429523468,True,False,False,True,"P25(?_,?x)"
155,32577,<https://www.wikidata.org/wiki/Q237717>,-0.8428531885147095,True,False,False,True,"P25(?_,?x)"
156,42299,<https://www.wikidata.org/wiki/Q291952>,-0.8433076739311218,True,False,False,True,"P25(?_,?x)"
157,57793,<https://www.wikidata.org/wiki/Q3917274>,-0.8441528677940369,True,False,False,True,"P25(?_,?x)"
158,35834,<https://www.wikidata.org/wiki/Q257571>,-0.8444495797157288,True,False,False,True,"P25(?_,?x)"
159,63099,<https://www.wikidata.org/wiki/Q453968>,-0.8448305726051331,True,False,False,True,"P25(?_,?x)"
160,31499,<https://www.wikidata.org/wiki/Q233990>,-0.8456323146820068,True,False,False,True,"P25(?_,?x)"
161,16051,<https://www.wikidata.org/wiki/Q163043>,-0.846010684967041,True,False,False,True,"P25(?_,?x)"
162,14771,<https://www.wikidata.org/wiki/Q161131>,-0.8462550044059753,True,False,False,True,"P25(?_,?x)"
163,97920,<https://www.wikidata.org/wiki/Q71173>,-0.847291111946106,True,False,False,True,"P25(?_,?x)"
164,32759,<https://www.wikidata.org/wiki/Q238458>,-0.8483744263648987,True,False,False,True,"P25(?_,?x)"
165,13310,<https://www.wikidata.org/wiki/Q159660>,-0.8487195372581482,True,False,False,True,"P25(?_,?x)"
166,37712,<https://www.wikidata.org/wiki/Q266926>,-0.8492748141288757,True,False,False,True,"P25(?_,?x)"
167,52820,<https://www.wikidata.org/wiki/Q3503161>,-0.8493306040763855,True,False,False,True,"P25(?_,?x)"
168,39184,<https://www.wikidata.org/wiki/Q273723>,-0.8499058485031128,True,False,False,True,"P25(?_,?x)"
169,86994,<https://www.wikidata.org/wiki/Q61814>,-0.851372480392456,False,False,False,True,"P25(?_,?x)"
170,60136,<https://www.wikidata.org/wiki/Q432727>,-0.8520010113716125,True,False,False,True,"P25(?_,?x)"
171,86284,<https://www.wikidata.org/wiki/Q614258>,-0.8540094494819641,True,False,False,True,"P25(?_,?x)"
172,33158,<https://www.wikidata.org/wiki/Q240397>,-0.8546167016029358,True,False,False,True,"P25(?_,?x)"
173,83562,<https://www.wikidata.org/wiki/Q57950>,-0.8549582958221436,True,False,False,True,"P25(?_,?x)"
174,68607,<https://www.wikidata.org/wiki/Q4853308>,-0.8551266193389893,True,False,False,True,"P25(?_,?x)"
175,93293,<https://www.wikidata.org/wiki/Q6746547>,-0.855178713798523,True,False,False,True,"P25(?_,?x)"
176,13020,<https://www.wikidata.org/wiki/Q158248>,-0.8561490178108215,True,False,False,True,"P25(?_,?x)"
177,38721,<https://www.wikidata.org/wiki/Q271927>,-0.8567484021186829,True,False,False,True,"P25(?_,?x)"
178,32829,<https://www.wikidata.org/wiki/Q2388506>,-0.8567551374435425,True,False,False,True,"P25(?_,?x)"
179,38108,<https://www.wikidata.org/wiki/Q269351>,-0.8583358526229858,True,False,False,True,"P25(?_,?x)"
180,60659,<https://www.wikidata.org/wiki/Q435726>,-0.8586124181747437,True,False,False,True,"P25(?_,?x)"
181,93181,<https://www.wikidata.org/wiki/Q6734112>,-0.8586274981498718,True,False,False,True,"P25(?_,?x)"
