,entity_id,entity_label,score,in_training,in_validation,in_testing,from_kge,from_atom
24,1150,<http://dbpedia.org/resource/Batman_Begins>,-2.0445570945739746,False,False,False,True,"academicAdvisor(?_,?x)"
25,10330,<http://dbpedia.org/resource/South_Pacific_(1958_film)>,-2.047988176345825,False,False,False,True,"academicAdvisor(?_,?x)"
26,2186,<http://dbpedia.org/resource/Children_'s_literature>,-2.0499401092529297,False,False,False,True,"academicAdvisor(?_,?x)"
27,8306,"<http://dbpedia.org/resource/Orlando,_Florida>",-2.0537588596343994,False,False,False,True,"academicAdvisor(?_,?x)"
28,6725,"<http://dbpedia.org/resource/Longview,_Texas>",-2.0559771060943604,False,False,False,True,"academicAdvisor(?_,?x)"
29,12704,<http://dbpedia.org/resource/Worcester>,-2.0560474395751953,False,False,False,True,"academicAdvisor(?_,?x)"
30,423,<http://dbpedia.org/resource/Alberto_Iglesias>,-2.057709217071533,False,False,False,True,Athlete(?x)
31,12616,<http://dbpedia.org/resource/William_Goldman>,-2.05857253074646,False,False,False,True,"academicAdvisor(?_,?x)"
32,958,<http://dbpedia.org/resource/Australian_Army>,-2.0639636516571045,False,False,False,True,"academicAdvisor(?_,?x)"
33,11431,<http://dbpedia.org/resource/The_Warlords>,-2.0658788681030273,False,False,False,True,"academicAdvisor(?_,?x)"
34,7012,<http://dbpedia.org/resource/Manmohan_Krishna>,-2.0670735836029053,False,False,False,True,"academicAdvisor(?_,?x)"
35,7364,<http://dbpedia.org/resource/Michael_Balcon>,-2.068129539489746,False,False,False,True,"academicAdvisor(?_,?x)"
36,8642,<http://dbpedia.org/resource/Philip_K._Dick>,-2.0694594383239746,False,False,False,True,"academicAdvisor(?_,?x)"
37,1873,<http://dbpedia.org/resource/Canal+>,-2.069478750228882,False,False,False,True,"academicAdvisor(?_,?x)"
38,8223,<http://dbpedia.org/resource/Okinawa_Prefecture>,-2.0695981979370117,False,False,False,True,"academicAdvisor(?_,?x)"
39,1239,<http://dbpedia.org/resource/Ben_Karlin>,-2.073831796646118,False,False,False,True,"academicAdvisor(?_,?x)"
40,6056,<http://dbpedia.org/resource/Kanye_West>,-2.074467420578003,False,False,False,True,"academicAdvisor(?_,?x)"
41,2175,<http://dbpedia.org/resource/Chick_Corea>,-2.0748984813690186,False,False,False,True,"academicAdvisor(?_,?x)"
42,9301,<http://dbpedia.org/resource/Richard_Taylor_(filmmaker)>,-2.0755231380462646,False,False,False,True,"academicAdvisor(?_,?x)"
43,10328,<http://dbpedia.org/resource/South_Korea_national_under-20_football_team>,-2.075526475906372,False,False,False,True,"academicAdvisor(?_,?x)"
44,7972,<http://dbpedia.org/resource/New_York_Stories>,-2.075606107711792,False,False,False,True,"academicAdvisor(?_,?x)"
45,5118,<http://dbpedia.org/resource/Imperial_Russian_Army>,-2.076307773590088,False,False,False,True,"academicAdvisor(?_,?x)"
46,9773,"<http://dbpedia.org/resource/San_Luis_Obispo_County,_California>",-2.0772266387939453,False,False,False,True,"academicAdvisor(?_,?x)"
47,7413,<http://dbpedia.org/resource/Michael_Moriarty>,-2.078054189682007,False,False,False,True,"academicAdvisor(?_,?x)"
48,9777,"<http://dbpedia.org/resource/San_Pedro,_Los_Angeles>",-2.0826683044433594,False,False,False,True,"academicAdvisor(?_,?x)"
49,7183,<http://dbpedia.org/resource/Master_of_Arts>,-2.0863728523254395,False,False,False,True,"academicAdvisor(?_,?x)"
50,1899,<http://dbpedia.org/resource/Car>,-2.0875461101531982,False,False,False,True,"academicAdvisor(?_,?x)"
51,11894,<http://dbpedia.org/resource/United_States_Army>,-2.0894064903259277,False,False,False,True,Athlete(?x)
52,9764,"<http://dbpedia.org/resource/San_Joaquin_County,_California>",-2.089609146118164,False,False,False,True,"academicAdvisor(?_,?x)"
53,5915,<http://dbpedia.org/resource/Joseph_R._Gannascoli>,-2.0913236141204834,False,False,False,True,"academicAdvisor(?_,?x)"
54,3738,<http://dbpedia.org/resource/FC_Bayern_Munich_II>,-2.0922136306762695,False,False,False,True,"academicAdvisor(?_,?x)"
55,470,<http://dbpedia.org/resource/Alice_Cooper>,-2.092271327972412,False,False,False,True,"academicAdvisor(?_,?x)"
56,3023,<http://dbpedia.org/resource/Dehradun>,-2.094815731048584,False,False,False,True,"academicAdvisor(?_,?x)"
57,12676,<http://dbpedia.org/resource/Winnipeg_Jets>,-2.09684681892395,False,False,False,True,"academicAdvisor(?_,?x)"
58,3985,<http://dbpedia.org/resource/Frank_Spotnitz>,-2.1004750728607178,False,False,False,True,"academicAdvisor(?_,?x)"
59,2269,<http://dbpedia.org/resource/Christoph_Waltz>,-2.1019773483276367,False,False,False,True,"academicAdvisor(?_,?x)"
60,11688,<http://dbpedia.org/resource/Toronto_FC>,-2.102605104446411,False,False,False,True,"academicAdvisor(?_,?x)"
61,8544,"<http://dbpedia.org/resource/Peoria,_Illinois>",-2.106288433074951,False,False,False,True,"academicAdvisor(?_,?x)"
62,5674,<http://dbpedia.org/resource/Joan_Bennett>,-2.1078991889953613,False,False,False,True,"academicAdvisor(?_,?x)"
63,1085,<http://dbpedia.org/resource/Bappi_Lahiri>,-2.108790874481201,False,False,False,True,"academicAdvisor(?_,?x)"
64,10824,<http://dbpedia.org/resource/Tamil_language>,-2.1092398166656494,False,False,False,True,"academicAdvisor(?_,?x)"
65,9885,<http://dbpedia.org/resource/Science_fiction>,-2.1105754375457764,False,False,False,True,"academicAdvisor(?_,?x)"
66,1110,<http://dbpedia.org/resource/Baroque_pop>,-2.110605239868164,False,False,False,True,"academicAdvisor(?_,?x)"
67,2700,<http://dbpedia.org/resource/Cybill_Shepherd>,-2.1152496337890625,False,False,False,True,"academicAdvisor(?_,?x)"
68,6458,<http://dbpedia.org/resource/Laurence_Fishburne>,-2.116276502609253,False,False,False,True,"academicAdvisor(?_,?x)"
69,8924,<http://dbpedia.org/resource/Proto-punk>,-2.1186628341674805,False,False,False,True,"academicAdvisor(?_,?x)"
70,1858,<http://dbpedia.org/resource/Cameroon>,-2.1196212768554688,False,False,False,True,"academicAdvisor(?_,?x)"
71,4282,<http://dbpedia.org/resource/German_cuisine>,-2.11991024017334,False,False,False,True,"academicAdvisor(?_,?x)"
72,11604,<http://dbpedia.org/resource/Tom_Arnold_(actor)>,-2.1213672161102295,False,False,False,True,"academicAdvisor(?_,?x)"
73,6811,<http://dbpedia.org/resource/Ludhiana>,-2.122480869293213,False,False,False,True,"academicAdvisor(?_,?x)"
74,1687,<http://dbpedia.org/resource/Bruce_McGill>,-2.1235952377319336,False,False,False,True,"academicAdvisor(?_,?x)"
75,12718,<http://dbpedia.org/resource/World_War_II>,-2.1261420249938965,False,False,False,True,"author(?_,?x)"
76,2074,"<http://dbpedia.org/resource/Charles_Cornwallis,_1st_Marquess_Cornwallis>",-2.12699294090271,False,False,False,True,"academicAdvisor(?_,?x)"
77,3791,<http://dbpedia.org/resource/Fanny_and_Alexander>,-2.1271467208862305,False,False,False,True,"academicAdvisor(?_,?x)"
78,6594,<http://dbpedia.org/resource/Liberal_Party_(Philippines)>,-2.128068208694458,False,False,False,True,"academicAdvisor(?_,?x)"
79,8221,<http://dbpedia.org/resource/Oingo_Boingo>,-2.1299142837524414,False,False,False,True,"academicAdvisor(?_,?x)"
80,5679,<http://dbpedia.org/resource/Joan_Cusack>,-2.131551742553711,False,False,False,True,"academicAdvisor(?_,?x)"
81,1041,<http://dbpedia.org/resource/Bad_Boy_Records>,-2.1343905925750732,False,False,False,True,"academicAdvisor(?_,?x)"
82,9372,<http://dbpedia.org/resource/Robert_Altman>,-2.134657382965088,False,False,False,True,"academicAdvisor(?_,?x)"
83,5812,<http://dbpedia.org/resource/John_Quincy_Adams>,-2.134761333465576,False,False,False,True,"academicAdvisor(?_,?x)"
84,6867,<http://dbpedia.org/resource/MTV_Movie_Award_for_Best_Villain>,-2.135167360305786,False,False,False,True,"academicAdvisor(?_,?x)"
85,4261,<http://dbpedia.org/resource/George_Washington>,-2.1353325843811035,False,False,False,True,Athlete(?x)
86,12473,"<http://dbpedia.org/resource/Waukesha_County,_Wisconsin>",-2.1369476318359375,False,False,False,True,"academicAdvisor(?_,?x)"
87,8947,<http://dbpedia.org/resource/Psychiatry>,-2.1406137943267822,False,False,False,True,"academicAdvisor(?_,?x)"
88,1874,<http://dbpedia.org/resource/Canberra>,-2.1408920288085938,False,False,False,True,"academicAdvisor(?_,?x)"
89,2465,<http://dbpedia.org/resource/Columbus_Blue_Jackets>,-2.141849994659424,False,False,False,True,"academicAdvisor(?_,?x)"
90,3654,<http://dbpedia.org/resource/Esophageal_cancer>,-2.14268159866333,False,False,False,True,"academicAdvisor(?_,?x)"
91,1075,<http://dbpedia.org/resource/Bandleader>,-2.1428403854370117,False,False,False,True,"academicAdvisor(?_,?x)"
92,7794,<http://dbpedia.org/resource/Nagpur>,-2.143275737762451,False,False,False,True,"academicAdvisor(?_,?x)"
93,11651,<http://dbpedia.org/resource/Tony_Award_for_Best_Original_Score>,-2.144083023071289,False,False,False,True,Athlete(?x)
94,5883,<http://dbpedia.org/resource/Jonathan_Lynn>,-2.145395278930664,False,False,False,True,Athlete(?x)
95,4286,<http://dbpedia.org/resource/Germany_in_Autumn>,-2.1458587646484375,False,False,False,True,"academicAdvisor(?_,?x)"
96,3299,<http://dbpedia.org/resource/Drum_and_bass>,-2.1460413932800293,False,False,False,True,"academicAdvisor(?_,?x)"
97,7472,<http://dbpedia.org/resource/Middlesbrough_F.C.>,-2.1472716331481934,False,False,False,True,"academicAdvisor(?_,?x)"
98,5275,<http://dbpedia.org/resource/It's_Complicated_(film)>,-2.147824764251709,False,False,False,True,"academicAdvisor(?_,?x)"
99,7541,<http://dbpedia.org/resource/Ming-Na_Wen>,-2.1489362716674805,False,False,False,True,"academicAdvisor(?_,?x)"
100,4226,<http://dbpedia.org/resource/George_Clinton_(musician)>,-2.1493797302246094,False,False,False,True,"academicAdvisor(?_,?x)"
101,12187,"<http://dbpedia.org/resource/Van_Nuys,_Los_Angeles>",-2.1493964195251465,False,False,False,True,"academicAdvisor(?_,?x)"
102,2511,<http://dbpedia.org/resource/Conglomerate_(company)>,-2.1497671604156494,False,False,False,True,"academicAdvisor(?_,?x)"
103,12630,<http://dbpedia.org/resource/William_Morris>,-2.1500461101531982,False,False,False,True,Athlete(?x)
104,12110,<http://dbpedia.org/resource/University_of_Western_Australia>,-2.1503822803497314,False,False,False,True,"academicAdvisor(?_,?x)"
105,3324,<http://dbpedia.org/resource/Dunfermline>,-2.15128231048584,False,False,False,True,"academicAdvisor(?_,?x)"
106,12442,<http://dbpedia.org/resource/Washington_(state)>,-2.1520864963531494,False,False,False,True,"academicAdvisor(?_,?x)"
107,1637,<http://dbpedia.org/resource/British_Columbia_Liberal_Party>,-2.159550666809082,False,False,False,True,Athlete(?x)
108,4122,<http://dbpedia.org/resource/Gabon>,-2.1641745567321777,False,False,False,True,Athlete(?x)
109,7725,<http://dbpedia.org/resource/Mumbai>,-2.1783671379089355,False,False,False,True,Athlete(?x)
110,8250,<http://dbpedia.org/resource/Olympiacos_F.C.>,-2.1886448860168457,False,False,False,True,"author(?_,?x)"
111,2653,<http://dbpedia.org/resource/Cris_Collinsworth>,-2.1944494247436523,False,False,False,True,Athlete(?x)
112,5788,<http://dbpedia.org/resource/John_Lithgow>,-2.201604127883911,False,False,False,True,"author(?_,?x)"
113,7923,<http://dbpedia.org/resource/Never_Let_Me_Go_(2010_film)>,-2.2214243412017822,False,False,False,True,"author(?_,?x)"
114,6118,<http://dbpedia.org/resource/Keith_David>,-2.223501205444336,False,False,False,True,Athlete(?x)
115,2336,<http://dbpedia.org/resource/Claire_Forlani>,-2.2321457862854004,False,False,False,True,"author(?_,?x)"
116,2997,<http://dbpedia.org/resource/Deathcore>,-2.2449753284454346,False,False,False,True,Athlete(?x)
117,1330,<http://dbpedia.org/resource/Bill_Maher>,-2.2459821701049805,False,False,False,True,Athlete(?x)
118,3127,<http://dbpedia.org/resource/Die_Hard_with_a_Vengeance>,-2.2491657733917236,False,False,False,True,Athlete(?x)
119,1890,"<http://dbpedia.org/resource/Cape_May_County,_New_Jersey>",-2.250810146331787,False,False,False,True,Athlete(?x)
120,7971,<http://dbpedia.org/resource/New_York_State_Senate>,-2.2510430812835693,False,False,False,True,"author(?_,?x)"
121,1255,<http://dbpedia.org/resource/Benji_Madden>,-2.2761645317077637,False,False,False,True,Athlete(?x)
122,7362,<http://dbpedia.org/resource/Miami_metropolitan_area>,-2.288212776184082,False,False,False,True,Athlete(?x)
123,8053,<http://dbpedia.org/resource/Ninja_Tune>,-2.2948827743530273,False,False,False,True,Athlete(?x)
124,10879,<http://dbpedia.org/resource/Tehran>,-2.2950615882873535,False,False,False,True,Athlete(?x)
125,2402,<http://dbpedia.org/resource/Cochin_Haneefa>,-2.297788143157959,False,False,False,True,Athlete(?x)
126,8343,<http://dbpedia.org/resource/Ovarian_cancer>,-2.297846794128418,False,False,False,True,"author(?_,?x)"
127,6591,<http://dbpedia.org/resource/Liaoning>,-2.298258066177368,False,False,False,True,"author(?_,?x)"
128,7826,<http://dbpedia.org/resource/Nashville_(film)>,-2.3028311729431152,False,False,False,True,"author(?_,?x)"
129,4059,<http://dbpedia.org/resource/French_horn>,-2.3167033195495605,False,False,False,True,Athlete(?x)
130,9870,<http://dbpedia.org/resource/Scary_Movie_3>,-2.319148540496826,False,False,False,True,Athlete(?x)
131,5000,"<http://dbpedia.org/resource/Hudson_County,_New_Jersey>",-2.320276975631714,False,False,False,True,"author(?_,?x)"
132,604,<http://dbpedia.org/resource/Amy_Irving>,-2.3221261501312256,False,False,False,True,"author(?_,?x)"
133,4120,<http://dbpedia.org/resource/GNU_General_Public_License>,-2.322295665740967,False,False,False,True,"author(?_,?x)"
134,7862,<http://dbpedia.org/resource/National_Theatre_School_of_Canada>,-2.32326602935791,False,False,False,True,Athlete(?x)
135,11928,<http://dbpedia.org/resource/University_College_Cork>,-2.3236465454101562,False,False,False,True,"author(?_,?x)"
136,1154,"<http://dbpedia.org/resource/Baton_Rouge,_Louisiana>",-2.3277807235717773,False,False,False,True,Athlete(?x)
137,8090,<http://dbpedia.org/resource/Nordic_combined>,-2.3321945667266846,False,False,False,True,"author(?_,?x)"
138,7238,<http://dbpedia.org/resource/Maximilian_Schell>,-2.335313558578491,False,False,False,True,Athlete(?x)
139,7228,<http://dbpedia.org/resource/Mauritania>,-2.3362112045288086,False,False,False,True,"author(?_,?x)"
140,1187,"<http://dbpedia.org/resource/Beaver_County,_Pennsylvania>",-2.338646173477173,False,False,False,True,Athlete(?x)
141,9621,<http://dbpedia.org/resource/Russian_Empire>,-2.341944456100464,False,False,False,True,"author(?_,?x)"
142,3988,<http://dbpedia.org/resource/Frank_Zappa>,-2.3434576988220215,False,False,False,True,"author(?_,?x)"
143,1236,<http://dbpedia.org/resource/Ben_Harper>,-2.3546183109283447,False,False,False,True,"author(?_,?x)"
144,6438,<http://dbpedia.org/resource/Latin>,-2.360827684402466,False,False,False,True,"author(?_,?x)"
145,11731,<http://dbpedia.org/resource/Transformers:_Dark_of_the_Moon>,-2.3614964485168457,False,False,False,True,Athlete(?x)
146,1293,<http://dbpedia.org/resource/Betty_Grable>,-2.3645057678222656,False,False,False,True,"author(?_,?x)"
147,2382,<http://dbpedia.org/resource/Clive_Davis>,-2.367431640625,False,False,False,True,"author(?_,?x)"
148,7114,<http://dbpedia.org/resource/Marquette_Golden_Eagles_men's_basketball>,-2.3841471672058105,False,False,False,True,"author(?_,?x)"
149,9525,<http://dbpedia.org/resource/Ronald_Neame>,-2.3882317543029785,False,False,False,True,"author(?_,?x)"
150,7769,<http://dbpedia.org/resource/My_Sister's_Keeper_(film)>,-2.391326904296875,False,False,False,True,Athlete(?x)
151,10587,<http://dbpedia.org/resource/Steven_Blum>,-2.396998643875122,False,False,False,True,"author(?_,?x)"
152,12257,<http://dbpedia.org/resource/Victor_Victoria>,-2.397712230682373,False,False,False,True,"author(?_,?x)"
153,4208,<http://dbpedia.org/resource/Genoa_C.F.C.>,-2.399384021759033,False,False,False,True,"author(?_,?x)"
154,7653,"<http://dbpedia.org/resource/Montgomery,_Alabama>",-2.402520179748535,False,False,False,True,"author(?_,?x)"
155,9441,<http://dbpedia.org/resource/RoboCop>,-2.4030423164367676,False,False,False,True,"author(?_,?x)"
156,9443,<http://dbpedia.org/resource/Robots_(2005_film)>,-2.404064655303955,False,False,False,True,"author(?_,?x)"
157,4461,<http://dbpedia.org/resource/Great_Britain>,-2.4047508239746094,False,False,False,True,"author(?_,?x)"
158,2895,<http://dbpedia.org/resource/David_Koechner>,-2.4075515270233154,False,False,False,True,"author(?_,?x)"
159,10247,<http://dbpedia.org/resource/Snow_White_and_the_Huntsman>,-2.410393714904785,False,False,False,True,Athlete(?x)
160,1468,<http://dbpedia.org/resource/Bog_seber>,-2.410996913909912,False,False,False,True,"author(?_,?x)"
161,4253,<http://dbpedia.org/resource/George_Sanders>,-2.4173049926757812,False,False,False,True,"author(?_,?x)"
162,5249,"<http://dbpedia.org/resource/Irvine,_California>",-2.4181973934173584,False,False,False,True,"author(?_,?x)"
163,584,<http://dbpedia.org/resource/American_University_of_Beirut>,-2.420851230621338,False,False,False,True,"author(?_,?x)"
164,3504,<http://dbpedia.org/resource/Eli_Wallach>,-2.4237093925476074,False,False,False,True,"author(?_,?x)"
165,5913,<http://dbpedia.org/resource/Joseph_LaShelle>,-2.4242630004882812,False,False,False,True,Athlete(?x)
166,8205,<http://dbpedia.org/resource/Odense_Boldklub>,-2.426513195037842,False,False,False,True,Athlete(?x)
167,3111,<http://dbpedia.org/resource/Diane_Sawyer>,-2.4265737533569336,False,False,False,True,Athlete(?x)
168,2040,<http://dbpedia.org/resource/Century_Media_Records>,-2.428792715072632,False,False,False,True,Athlete(?x)
169,3512,<http://dbpedia.org/resource/Elite_Squad:_The_Enemy_Within>,-2.4301278591156006,False,False,False,True,"author(?_,?x)"
170,1883,<http://dbpedia.org/resource/Canon_Inc.>,-2.4308359622955322,False,False,False,True,"author(?_,?x)"
171,412,<http://dbpedia.org/resource/Albert_Brenner>,-2.434370517730713,False,False,False,True,"author(?_,?x)"
172,438,<http://dbpedia.org/resource/Alex_Graves>,-2.436661958694458,False,False,False,True,"author(?_,?x)"
173,4303,<http://dbpedia.org/resource/Ghost_World_(film)>,-2.437995433807373,False,False,False,True,"author(?_,?x)"
174,2399,"<http://dbpedia.org/resource/Cobb_County,_Georgia>",-2.4386818408966064,False,False,False,True,"author(?_,?x)"
175,876,<http://dbpedia.org/resource/Ashlee_Simpson>,-2.4403717517852783,False,False,False,True,"author(?_,?x)"
176,10602,<http://dbpedia.org/resource/Stevenage_F.C.>,-2.440589427947998,False,False,False,True,"author(?_,?x)"
177,1565,<http://dbpedia.org/resource/Brazil_national_football_team>,-2.4436631202697754,False,False,False,True,"author(?_,?x)"
178,5962,<http://dbpedia.org/resource/Jule_Styne>,-2.44512939453125,False,False,False,True,"author(?_,?x)"
179,10370,<http://dbpedia.org/resource/Sparta_Rotterdam>,-2.4482781887054443,False,False,False,True,"author(?_,?x)"
180,11474,<http://dbpedia.org/resource/Theravada>,-2.448387622833252,False,False,False,True,"author(?_,?x)"
181,2099,<http://dbpedia.org/resource/Charlie_Adler>,-2.448444366455078,False,False,False,True,"author(?_,?x)"
182,12379,<http://dbpedia.org/resource/Walt_Disney_Imagineering>,-2.4486165046691895,False,False,False,True,"author(?_,?x)"
183,5794,<http://dbpedia.org/resource/John_Malkovich>,-2.451702117919922,False,False,False,True,"author(?_,?x)"
184,5854,<http://dbpedia.org/resource/Johnny_Yong_Bosch>,-2.452521324157715,False,False,False,True,"author(?_,?x)"
185,11667,<http://dbpedia.org/resource/Tony_Sirico>,-2.4530255794525146,False,False,False,True,"author(?_,?x)"
186,672,<http://dbpedia.org/resource/Ang_Lee>,-2.4539122581481934,False,False,False,True,"author(?_,?x)"
187,9466,"<http://dbpedia.org/resource/Rockville,_Maryland>",-2.4560606479644775,False,False,False,True,"author(?_,?x)"
188,8516,<http://dbpedia.org/resource/Pavia>,-2.4580917358398438,False,False,False,True,"author(?_,?x)"
189,2106,<http://dbpedia.org/resource/Charlie_Wilson's_War>,-2.4586892127990723,False,False,False,True,"author(?_,?x)"
190,12719,<http://dbpedia.org/resource/World_music>,-2.459113359451294,False,False,False,True,"author(?_,?x)"
191,1591,<http://dbpedia.org/resource/Brescia_Calcio>,-2.460970163345337,False,False,False,True,"author(?_,?x)"
192,6911,<http://dbpedia.org/resource/Madeline_Kahn>,-2.46140718460083,False,False,False,True,"author(?_,?x)"
193,12631,<http://dbpedia.org/resource/William_Orbit>,-2.464474678039551,False,False,False,True,"author(?_,?x)"
194,3703,"<http://dbpedia.org/resource/Everett,_Washington>",-2.468576431274414,False,False,False,True,"author(?_,?x)"
195,1806,<http://dbpedia.org/resource/Cairns>,-2.468636989593506,False,False,False,True,"author(?_,?x)"
196,9748,<http://dbpedia.org/resource/Samuel_Z._Arkoff>,-2.4693894386291504,False,False,False,True,"author(?_,?x)"
197,292,<http://dbpedia.org/resource/Adolph_Deutsch>,-2.472930908203125,False,False,False,True,"author(?_,?x)"
198,3402,<http://dbpedia.org/resource/Eastman_School_of_Music>,-2.4730029106140137,False,False,False,True,Athlete(?x)
199,11684,<http://dbpedia.org/resource/Tori_Spelling>,-2.477917194366455,False,False,False,True,Athlete(?x)
200,11261,<http://dbpedia.org/resource/The_NeverEnding_Story_(film)>,-2.480778694152832,False,False,False,True,Athlete(?x)
201,1977,<http://dbpedia.org/resource/Case_Western_Reserve_University>,-2.4850239753723145,False,False,False,True,Athlete(?x)
202,7091,<http://dbpedia.org/resource/Mark_Knopfler>,-2.4956932067871094,False,False,False,True,Athlete(?x)
203,3234,<http://dbpedia.org/resource/Dorothy_Malone>,-2.5129637718200684,False,False,False,True,Athlete(?x)
204,9266,<http://dbpedia.org/resource/Richard_Curtis>,-2.5256290435791016,False,False,False,True,Athlete(?x)
205,11506,<http://dbpedia.org/resource/Thomas_Hardy>,-2.5507094860076904,False,False,False,True,Athlete(?x)
206,4001,"<http://dbpedia.org/resource/Franklin_County,_Pennsylvania>",-2.649712562561035,False,False,False,True,Athlete(?x)
207,1749,<http://dbpedia.org/resource/Burt_Bacharach>,-2.95419979095459,False,False,False,True,Athlete(?x)
208,10306,<http://dbpedia.org/resource/Sophie_Thompson>,-3.0388784408569336,False,False,False,True,Athlete(?x)
209,12427,<http://dbpedia.org/resource/Warren_Beatty>,-3.040191888809204,False,False,False,True,Athlete(?x)
210,6484,<http://dbpedia.org/resource/LeVar_Burton>,-3.041001558303833,False,False,False,True,Athlete(?x)
211,11371,<http://dbpedia.org/resource/The_Spiderwick_Chronicles_(film)>,-3.047271966934204,False,False,False,True,Athlete(?x)
212,3379,"<http://dbpedia.org/resource/East_Lansing,_Michigan>",-3.0507352352142334,False,False,False,True,Athlete(?x)
213,1629,<http://dbpedia.org/resource/Brisbane>,-3.055574893951416,False,False,False,True,Athlete(?x)
214,11826,<http://dbpedia.org/resource/Two_and_a_Half_Men>,-3.0797958374023438,False,False,False,True,Athlete(?x)
215,697,<http://dbpedia.org/resource/Anita_Baker>,-3.090412139892578,False,False,False,True,Athlete(?x)
216,10439,<http://dbpedia.org/resource/St._Louis_Blues>,-3.181370258331299,False,False,False,True,Athlete(?x)
217,3032,<http://dbpedia.org/resource/Dell>,-3.243525505065918,False,False,False,True,Athlete(?x)
218,948,<http://dbpedia.org/resource/Augustus>,-3.2520534992218018,False,False,False,True,Athlete(?x)
219,11642,"<http://dbpedia.org/resource/Tompkins_County,_New_York>",-3.2748727798461914,False,False,False,True,Athlete(?x)
220,5145,<http://dbpedia.org/resource/Indian_Rebellion_of_1857>,-3.2880477905273438,False,False,False,True,Athlete(?x)
221,2558,<http://dbpedia.org/resource/Cornell_Law_School>,-3.292422294616699,False,False,False,True,Athlete(?x)
222,11921,<http://dbpedia.org/resource/Universal_Pictures_Home_Entertainment>,-3.3064701557159424,False,False,False,True,Athlete(?x)
223,12425,<http://dbpedia.org/resource/Warner_Music_Group>,-3.316983699798584,False,False,False,True,Athlete(?x)
224,2192,<http://dbpedia.org/resource/China>,-3.3267388343811035,False,False,False,True,Athlete(?x)
225,3102,<http://dbpedia.org/resource/Dial_M_for_Murder>,-3.3280258178710938,False,False,False,True,Athlete(?x)
226,10501,<http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country>,-3.3484208583831787,False,False,False,True,Athlete(?x)
227,2085,<http://dbpedia.org/resource/Charles_Rangel>,-3.3540501594543457,False,False,False,True,Athlete(?x)
